baryon_density,pressurec2,energy_densityc2
672121124144900.8,38021243490813.414,710417255252334.2
675675844893174.6,38021243490813.414,714375604074764.1
679230565641448.5,38021243490813.414,718333952897194.0
682785286389722.4,38021243490813.414,722292301719623.9
686340007137996.2,38021243490813.414,726250650542053.8
691138880148165.9,39406665578663.83,730208999364483.5
697181905420231.4,42177509754364.734,734167348186913.4
703224930692297.0,44948353930065.65,738125697009343.2
709267955964362.6,47719198105766.56,742084045831773.1
715310981236428.1,50490042281467.48,746042394654203.0
721354006508493.5,53260886457168.3,750000743476632.8
727397031780559.1,56031730632869.21,753959092299062.6
733440057052624.6,58802574808570.125,757917441121492.5
739483082324690.2,61573418984271.04,761875789943922.4
745526107596755.9,64344263159971.95,765834138766352.2
751569132868821.1,67115107335672.78,769792487588782.0
757612158140886.8,69885951511373.69,773750836411211.9
763655183412952.4,72656795687074.6,777709185233641.8
769698208685017.8,75427639862775.44,781667534056071.5
775741233957083.6,78198484038476.44,785625882878501.5
781784259229148.9,80969328214177.25,789584231700931.2
787827284501214.4,83740172389878.17,793542580523361.1
793870309773280.1,86511016565579.1,797500929345791.0
799913335045345.4,89281860741279.9,801459278168220.8
805956360317411.1,92052704916980.9,805417626990650.8
811999385589476.6,94823549092681.75,809375975813080.5
818042410861542.1,97594393268382.66,813334324635510.4
824085436133607.6,100365237444083.56,817292673457940.2
830128461405673.1,103136081619784.4,821251022280370.0
836171486677738.9,105906925795485.4,825209371102800.0
842214511949804.2,108677769971186.22,829167719925229.8
848257537221869.9,111448614146887.12,833126068747659.6
854300562493935.4,114219458322588.03,837084417570089.5
860343587766000.9,116990302498288.88,841042766392519.2
866386613038066.6,119761146673989.88,845001115214949.2
872429638310132.0,122531990849690.69,848959464037379.0
878472663582197.5,125302835025391.6,852917812859808.9
884515688854263.1,128073679201092.5,856876161682238.8
890558714126328.5,130844523376793.34,860834510504668.5
896601739398394.2,133615367552494.34,864792859327098.5
902644764670459.6,136386211728195.16,868751208149528.2
908687789942525.2,139157055903896.06,872709556971958.1
914730815214590.8,141927900079596.97,876667905794388.0
920773840486656.1,144698744255297.8,880626254616817.8
926816865758721.9,147469588430998.8,884584603439247.8
932859891030787.2,150240432606699.62,888542952261677.5
938902916302852.9,153011276782400.53,892501301084107.4
944945941574918.5,155782120958101.44,896459649906537.2
950988966846983.9,158552965133802.28,900417998728967.0
957031992119049.6,161323809309503.28,904376347551397.0
963075017391115.0,164094653485204.1,908334696373826.8
969118042663180.5,166865497660905.0,912293045196256.6
975161067935246.1,169636341836605.9,916251394018686.5
981204093207311.5,172407186012306.75,920209742841116.2
987247118479377.2,175178030188007.75,924168091663546.2
993290143751442.6,177948874363708.56,928126440485976.0
999333169023508.2,180719718539409.47,932084789308405.9
1005376194295573.8,183490562715110.38,936043138130835.8
1011419219567639.2,186261406890811.2,940001486953265.5
1017462244839705.0,189032251066512.2,943959835775695.5
1023505270111770.2,191803095242213.0,947918184598125.2
1029548295383835.9,194573939417913.9,951876533420555.1
1035591320655901.4,197344783593614.8,955834882242985.0
1041634345927966.9,200115627769315.62,959793231065414.8
1047677371200032.8,202886471945016.62,963751579887844.8
1053720396472098.0,205657316120717.44,967709928710274.5
1059763421744163.5,208428160296418.34,971668277532704.4
1065806447016229.1,211199004472119.25,975626626355134.2
1071849472288294.4,213969848647820.06,979584975177564.0
1077892497560360.1,216740692823521.06,983543323999994.0
1083935522832425.5,219511536999221.88,987501672822423.8
1089978548104491.2,222282381174922.78,991460021644853.6
1096021573376556.8,225053225350623.7,995418370467283.5
1102064598648622.1,227824069526324.5,999376719289713.2
1108107623920687.6,230594913702025.4,1003335068112143.1
1114150649192753.2,233365757877726.3,1007293416934573.0
1120193674464818.8,236136602053427.22,1011251765757002.9
1126236699736884.5,238907446229128.12,1015210114579432.8
1132279725008949.8,241678290404828.94,1019168463401862.5
1138322750281015.2,244449134580529.84,1023126812224292.4
1144365775553081.0,247219978756230.75,1027085161046722.2
1150408800825146.5,249990822931931.66,1031043509869152.1
1156451826097212.0,252761667107632.56,1035001858691582.0
1162494851369277.2,255532511283333.38,1038960207514011.8
1168537876641343.0,258303355459034.28,1042918556336441.6
1174580901913408.5,261074199634735.2,1046876905158871.5
1180623927185474.2,263845043810436.1,1050835253981301.4
1186666952457539.8,266615887986137.0,1054793602803731.2
1192709977729605.0,269386732161837.8,1058751951626161.0
1198753003001670.5,272157576337538.72,1062710300448590.9
1204796028273736.2,274928420513239.62,1066668649271020.8
1210839053545801.8,277699264688940.53,1070626998093450.6
1216882078817867.5,280470108864641.44,1074585346915880.5
1222925104089932.8,283240953040342.25,1078543695738310.2
1228968129361998.2,286011797216043.2,1082502044560740.1
1235011154634063.8,288782641391744.06,1086460393383170.0
1241054179906129.5,291553485567445.0,1090418742205599.9
1247097205178195.0,294324329743145.9,1094377091028029.8
1253140230450260.5,297095173918846.7,1098335439850459.5
1259183255722326.0,299866018094547.6,1102293788672889.4
1265226280994391.5,302636862270248.5,1106252137495319.2
1271269306266457.0,305407706445949.44,1110210486317749.1
1277312331538522.5,308178550621650.3,1114168835140179.0
1283355356810588.2,310949394797351.1,1118127183962608.8
1289398382082653.8,313720238973052.06,1122085532785038.6
1295441407354719.2,316491083148752.94,1126043881607468.5
1301484432626785.0,319261927324453.94,1130002230429898.5
1307527457898850.2,322032771500154.8,1133960579252328.2
1313570483170915.5,324803615675855.6,1137918928074758.0
1319613508442981.5,327574459851556.6,1141877276897188.0
1325656533715047.0,330345304027257.44,1145835625719617.8
1331699558987112.2,333116148202958.25,1149793974542047.5
1337742584259178.0,335886992378659.25,1153752323364477.5
1343785609531243.2,338657836554360.06,1157710672186907.2
1349828634803308.8,341428680730060.9,1161669021009337.0
1355871660075374.5,344199524905761.9,1165627369831767.0
1361914685347440.5,346970369081462.9,1169585718654197.0
1367957710619505.8,349741213257163.7,1173544067476626.8
1374000735891571.0,352512057432864.5,1177502416299056.5
1380043761163636.8,355282901608565.5,1181460765121486.5
1386086786435702.0,358053745784266.3,1185419113943916.2
1392129811707767.5,360824589959967.1,1189377462766346.0
1398172836979833.2,363595434135668.1,1193335811588776.0
1404215862251898.8,366366278311368.94,1197294160411205.8
1410258887523964.0,369137122487069.75,1201252509233635.5
1416301912796029.8,371907966662770.75,1205210858056065.5
1422344938068095.5,374678810838471.75,1209169206878495.5
1428387963340160.8,377449655014172.4,1213127555700925.0
1434430988612226.5,380220499189873.4,1217085904523355.0
1440474013884292.2,382991343365574.4,1221044253345785.0
1446517039156357.5,385762187541275.2,1225002602168214.8
1452560064428422.8,388533031716976.0,1228960950990644.5
1458603089700488.5,391303875892677.0,1232919299813074.5
1464646114972554.0,394074720068377.8,1236877648635504.2
1470689140244619.2,396845564244078.6,1240835997457934.0
1476732165516685.0,399616408419779.6,1244794346280364.0
1482775190788750.8,402387252595480.6,1248752695102794.0
1488818216060815.8,405158096771181.25,1252711043925223.5
1494861241332881.5,407928940946882.25,1256669392747653.5
1500904266604947.5,410699785122583.25,1260627741570083.5
1506947291877012.8,413470629298284.06,1264586090392513.2
1512990317149078.2,416241473473984.9,1268544439214943.0
1519033342421144.0,419012317649685.9,1272502788037373.0
1525076367693209.2,421783161825386.7,1276461136859802.8
1531119392965274.8,424554006001087.5,1280419485682232.5
1537162418237340.5,427324850176788.5,1284377834504662.5
1543205443509406.2,430095694352489.5,1288336183327092.5
1549248468781471.0,432866538528190.1,1292294532149522.0
1555291494053536.8,435637382703891.1,1296252880971952.0
1561334519325602.5,438408226879592.1,1300211229794382.0
1567377544597668.0,441179071055292.94,1304169578616811.8
1573420569869733.5,443949915230993.75,1308127927439241.5
1579463595141799.2,446720759406694.75,1312086276261671.5
1585506620413864.5,449491603582395.56,1316044625084101.2
1591549645685930.0,452262447758096.4,1320002973906531.0
1597592670957995.8,455033291933797.4,1323961322728961.0
1603635696230061.5,457804136109498.4,1327919671551391.0
1609678721502126.5,460574980285199.0,1331878020373820.5
1615721746774192.2,463345824460900.0,1335836369196250.5
1621764772046258.0,466116668636601.0,1339794718018680.5
1627807797318323.2,468887512812301.8,1343753066841110.2
1633850822590388.5,471658356988002.6,1347711415663540.0
1639893847862454.5,474429201163703.6,1351669764485970.0
1645936873134520.0,477200045339404.44,1355628113308399.8
1651979898406585.2,479970889515105.25,1359586462130829.5
1658022923678651.0,482741733690806.25,1363544810953259.5
1664065948950716.8,485512577866507.25,1367503159775689.5
1670108974222781.8,488283422042207.9,1371461508598119.0
1676151999494847.8,491054266217908.9,1375419857420549.0
1682195024766913.5,493825110393609.9,1379378206242979.0
1688238050038978.8,496595954569310.7,1383336555065408.8
1694281075311044.0,499366798745011.5,1387294903887838.5
1700324100583109.8,502137642920712.5,1391253252710268.5
1706367125855175.0,504908487096413.3,1395211601532698.2
1712410151127240.5,507679331272114.1,1399169950355128.0
1718453176399306.2,510450175447815.1,1403128299177558.0
1724496201671372.0,513221019623516.1,1407086647999988.0
1730539226943437.0,515991863799216.75,1411044996822417.5
1736582252215502.8,518762707974917.75,1415003345644847.5
1742625277487568.5,521533552150618.75,1418961694467277.5
1748668302759634.0,524304396326319.56,1422920043289707.2
1754711328031699.5,527075240502020.4,1426878392112137.0
1760754353303765.2,529846084677721.4,1430836740934567.0
1766797378575830.5,532616928853422.2,1434795089756996.8
1772840403847895.8,535387773029123.0,1438753438579426.5
1778883429119961.5,538158617204824.0,1442711787401856.5
1784926454392027.0,540929461380524.8,1446670136224286.2
1790969479664092.2,543700305556225.6,1450628485046716.0
1797012504936158.0,546471149731926.6,1454586833869146.0
1803055530208223.8,549241993907627.6,1458545182691576.0
1809098555480289.2,552012838083328.44,1462503531514005.8
1815141580752354.8,554783682259029.25,1466461880336435.5
1821184606024420.5,557554526434730.25,1470420229158865.5
1827227631296485.8,560325370610431.06,1474378577981295.2
1833270656568551.2,563096214786131.9,1478336926803725.0
1839313681840617.0,565867058961832.9,1482295275626155.0
1845356707112682.2,568637903137533.6,1486253624448584.8
1851399732384747.8,571408747313234.5,1490211973271014.5
1857442757656813.5,574179591488935.5,1494170322093444.5
1863485782928879.2,576950435664636.5,1498128670915874.5
1869528808200944.5,579721279840337.2,1502087019738304.2
1875571833473009.8,582492124016038.1,1506045368560734.0
1881614858745075.5,585262968191739.1,1510003717383164.0
1887657884017141.0,588033812367439.9,1513962066205593.8
1893700909289206.5,590804656543140.8,1517920415028023.5
1899743934561272.2,593575500718841.8,1521878763850453.5
1905786959833337.5,596346344894542.5,1525837112672883.2
1911829985105403.0,599117189070243.4,1529795461495313.0
1917873010377468.8,601888033245944.4,1533753810317743.0
1923916035649534.5,604658877421645.4,1537712159140173.0
1929959060921600.0,607429721597346.2,1541670507962602.8
1936002086193665.2,610200565773047.1,1545628856785032.5
1942045111465731.0,612971409948748.1,1549587205607462.5
1948088136737796.5,615742254124449.0,1553545554429892.2
1954131162009862.0,618513098300149.9,1557503903252322.0
1960174187281927.8,621283942475850.9,1561462252074752.0
1966217212553993.2,624054786651551.8,1565420600897181.8
1972260237826058.5,626825630827252.6,1569378949719611.5
1978303263098124.2,629596475002953.6,1573337298542041.5
1984346288370190.0,632367319178654.6,1577295647364471.5
1990389313642255.5,635138163354355.5,1581253996186901.2
1996432338914321.0,637909007530056.4,1585212345009331.0
2002475364186386.8,640679851705757.4,1589170693831761.0
2008518389458452.2,643450695881458.2,1593129042654190.8
2014561414730517.5,646221540057159.1,1597087391476620.5
2020604440002583.2,648992384232860.1,1601045740299050.5
2026647465274648.5,651763228408561.0,1605004089121480.2
2032690490546714.2,654534072584261.9,1608962437943910.0
2038733515818780.0,657304916759962.9,1612920786766340.0
2044776541090845.8,660075760935663.9,1616879135588770.0
2050819566362911.2,662846605111364.8,1620837484411199.8
2056862591634976.5,665617449287065.6,1624795833233629.5
2062905616907042.2,668388293462766.6,1628754182056059.5
2068948642179108.0,671159137638467.5,1632712530878489.2
2074991667451173.2,673929981814168.4,1636670879700919.0
2081034692723239.0,676700825989869.4,1640629228523349.0
2087077717995304.5,679471670165570.2,1644587577345778.8
2093120743267369.8,682242514341271.1,1648545926168208.5
2099163768539435.5,685013358516972.1,1652504274990638.5
2105206793811501.2,687784202692673.1,1656462623813068.5
2111249819083566.5,690555046868374.0,1660420972635498.2
2117292844355632.2,693325891044074.9,1664379321457928.0
2123335869627698.0,696096735219775.9,1668337670280358.0
2129378894899763.5,698867579395476.8,1672296019102787.8
2135421920171828.8,701638423571177.6,1676254367925217.5
2141464945443894.5,704409267746878.6,1680212716747647.5
2147507970715960.2,707180111922579.5,1684171065570077.2
2153550995988026.0,709950956098280.5,1688129414392507.2
2159594021260091.2,712721800273981.4,1692087763214937.0
2165637046532156.8,715492644449682.2,1696046112037366.8
2171680071804222.5,718263488625383.2,1700004460859796.8
2177723097076287.8,721034332801084.1,1703962809682226.5
2183766122348353.5,723805176976785.1,1707921158504656.5
2189809147620418.8,726576021152486.0,1711879507327086.2
2195852172892484.5,729346865328186.9,1715837856149516.0
2201895198164550.5,732117709503887.9,1719796204971946.0
2207938223436615.8,734888553679588.8,1723754553794375.8
2213981248708681.5,737659397855289.8,1727712902616805.8
2220024273980746.8,740430242030990.6,1731671251439235.5
2226067299252812.5,743201086206691.5,1735629600261665.2
2232110324524878.2,745971930382392.5,1739587949084095.2
2238153349796943.8,748742774558093.4,1743546297906525.0
2244196375069009.5,751513618733794.4,1747504646728955.0
2250239400341074.8,754284462909495.2,1751462995551384.8
2256282425613140.0,757055307085196.1,1755421344373814.5
2262325450885206.0,759826151260897.1,1759379693196244.5
2268368476157271.0,762596995436598.0,1763338042018674.2
2274411501429337.0,765367839612299.0,1767296390841104.2
2280454526701402.5,768138683787999.9,1771254739663534.0
2286497551973468.0,770909527963700.8,1775213088485963.8
2292540577245533.5,773680372139401.8,1779171437308393.8
2298583602517599.0,776451216315102.6,1783129786130823.5
2304626627789665.0,779222060490803.6,1787088134953253.5
2310669653061730.5,781992904666504.5,1791046483775683.2
2316712678333796.0,784763748842205.4,1795004832598113.0
2322755703605861.5,787534593017906.4,1798963181420543.0
2328798728877927.0,790305437193607.2,1802921530242972.8
2334841754149992.5,793076281369308.2,1806879879065402.8
2340884779422058.0,795847125545009.1,1810838227887832.5
2346927804694123.5,798617969720710.0,1814796576710262.2
2352970829966189.0,801388813896411.0,1818754925532692.2
2359013855238255.0,804159658072111.9,1822713274355122.0
2365056880510320.5,806930502247812.9,1826671623177552.0
2371099905782386.0,809701346423513.8,1830629971999981.8
2377142931054451.5,812472190599214.6,1834588320822411.5
2383185956326517.0,815243034774915.6,1838546669644841.5
2389228981598583.0,818013878950616.5,1842505018467271.2
2395272006870648.0,820784723126317.4,1846463367289701.0
2401315032142714.0,823555567302018.4,1850421716112131.0
2407358057414779.0,826326411477719.2,1854380064934560.8
2413401082686845.0,829097255653420.2,1858338413756990.8
2419444107958910.5,831868099829121.1,1862296762579420.5
2425487133230975.5,834638944004822.0,1866255111401850.2
2431530158503041.5,837409788180523.0,1870213460224280.2
2437573183775107.0,840180632356223.9,1874171809046710.0
2443616209047173.0,842951476531924.9,1878130157869140.0
2449659234319238.0,845722320707625.8,1882088506691569.8
2455702259591303.5,848493164883326.6,1886046855513999.5
2461745284863369.5,851264009059027.6,1890005204336429.5
2467788310135435.0,854034853234728.5,1893963553158859.2
2473831335407501.0,856805697410429.5,1897921901981289.2
2479874360679566.0,859576541586130.4,1901880250803719.0
2485917385951631.5,862347385761831.2,1905838599626148.8
2491960411223697.5,865118229937532.2,1909796948448578.8
2498003436495762.5,867889074113233.1,1913755297271008.5
2504046461767828.5,870659918288934.1,1917713646093438.5
2510089487039893.5,873430762464635.0,1921671994915868.2
2516132512311959.5,876201606640335.9,1925630343738298.0
2522175537584025.0,878972450816036.9,1929588692560728.0
2528218562856090.5,881743294991737.8,1933547041383157.8
2534261588128156.5,884514139167438.8,1937505390205587.8
2540304613400221.5,887284983343139.6,1941463739028017.5
2546347638672287.5,890055827518840.5,1945422087850447.2
2552390663944353.0,892826671694541.5,1949380436672877.2
2558433689216418.5,895597515870242.4,1953338785495307.0
2564476714488484.0,898368360045943.4,1957297134317737.0
2570519739760549.5,901139204221644.2,1961255483140166.8
2576562765032615.0,903910048397345.1,1965213831962596.5
2582605790304680.5,906680892573046.1,1969172180785026.5
2588648815576746.0,909451736748747.0,1973130529607456.2
2594691840848811.5,912222580924448.0,1977088878429886.2
2600734866120877.5,914993425100148.9,1981047227252316.0
2606777891392943.0,917764269275849.8,1985005576074745.8
2612820916665008.5,920535113451550.8,1988963924897175.8
2618863941937074.0,923305957627251.6,1992922273719605.5
2624906967209139.5,926076801802952.6,1996880622542035.5
2630949992481205.5,928847645978653.5,2000838971364465.2
2636993017753270.5,931618490154354.4,2004797320186895.0
2643036043025336.5,934389334330055.4,2008755669009325.0
2649079068297402.0,937160178505756.2,2012714017831754.8
2655122093569467.5,939931022681457.2,2016672366654184.8
2661165118841533.0,942701866857158.1,2020630715476614.5
2667208144113598.0,945472711032859.0,2024589064299044.2
2673251169385664.0,948243555208560.0,2028547413121474.2
2679294194657729.5,951014399384260.9,2032505761943904.0
2685337219929795.5,953785243559961.9,2036464110766334.0
2691380245201861.0,956556087735662.8,2040422459588763.8
2697423270473926.0,959326931911363.6,2044380808411193.5
2703466295745992.0,962097776087064.6,2048339157233623.5
2709509321018057.5,964868620262765.5,2052297506056053.2
2715552346290123.5,967639464438466.5,2056255854878483.2
2721595371562188.5,970410308614167.4,2060214203700913.0
2727638396834254.0,973181152789868.2,2064172552523342.8
2733681422106320.0,975951996965569.2,2068130901345772.8
2739724447378385.0,978722841141270.1,2072089250168202.5
2745767472650451.0,981493685316971.1,2076047598990632.5
2751810497922516.0,984264529492672.0,2080005947813062.2
2757853523194582.0,987035373668372.9,2083964296635492.0
2763896548466647.5,989806217844073.9,2087922645457922.0
2769939573738713.0,992577062019774.8,2091880994280351.8
2775982599010779.0,995347906195475.8,2095839343102781.8
2782025624282844.0,998118750371176.6,2099797691925211.5
2788068649554910.0,1000889594546877.5,2103756040747641.2
2794111674826975.5,1003660438722578.5,2107714389570071.2
2800154700099041.0,1006431282898279.4,2111672738392501.0
2806197725371106.5,1009202127073980.4,2115631087214931.0
2812240750643172.0,1011972971249681.2,2119589436037360.8
2818283775915237.5,1014743815425382.1,2123547784859790.5
2824326801187303.0,1017514659601083.1,2127506133682220.5
2830369826459368.5,1020285503776784.0,2131464482504650.2
2836412851731434.0,1023056347952485.0,2135422831327080.2
2842455877003500.0,1025827192128185.9,2139381180149510.0
2848498902275565.5,1028598036303886.8,2143339528971939.8
2854541927547631.0,1031368880479587.8,2147297877794369.8
2860584952819696.5,1034139724655288.6,2151256226616799.5
2866627978091762.0,1036910568830989.6,2155214575439229.5
2872671003363828.0,1039681413006690.5,2159172924261659.2
2878714028635893.0,1042452257182391.4,2163131273084089.0
2884757053907959.0,1045223101358092.4,2167089621906519.0
2890800079180024.5,1047993945533793.2,2171047970728948.8
2896843104452090.0,1050764789709494.2,2175006319551378.8
2902886129724155.5,1053535633885195.1,2178964668373808.5
2908929154996220.5,1056306478060896.0,2182923017196238.2
2914972180268286.5,1059077322236597.0,2186881366018668.2
2921015205540352.0,1061848166412297.9,2190839714841098.0
2927058230812418.0,1064619010587998.9,2194798063663528.0
2933101256084483.5,1067389854763699.8,2198756412485957.8
2939144281356548.5,1070160698939400.6,2202714761308387.5
2945187306628614.5,1072931543115101.6,2206673110130817.5
2951230331900680.0,1075702387290802.5,2210631458953247.2
2957273357172746.0,1078473231466503.5,2214589807775677.2
2963316382444811.5,1081244075642204.4,2218548156598107.0
2969359407716876.5,1084014919817905.2,2222506505420536.8
2975402432988942.5,1086785763993606.2,2226464854242966.8
2981445458261007.5,1089556608169307.1,2230423203065396.5
2987488483533073.5,1092327452345008.1,2234381551887826.5
2993531508805138.5,1095098296520709.0,2238339900710256.2
2999574534077204.5,1097869140696409.9,2242298249532686.0
3005617559349270.5,1100639984872110.9,2246256598355116.0
3011660584621335.5,1103410829047811.8,2250214947177545.8
3017703609893402.0,1106181673223512.9,2254173295999976.0
3023746635165466.5,1108952517399213.5,2258131644822405.5
3029789660437531.5,1111723361574914.1,2262089993644835.0
3035832685709597.5,1114494205750615.1,2266048342467265.0
3041875710981663.0,1117265049926316.1,2270006691289695.0
3047918736253729.0,1120035894102017.1,2273965040112125.0
3053961761525794.5,1122806738277718.1,2277923388934555.0
3060004786797859.5,1125577582453418.8,2281881737756984.5
3066047812069925.0,1128348426629119.8,2285840086579414.5
3072090837341990.5,1131119270804820.5,2289798435401844.0
3078133862614056.5,1133890114980521.5,2293756784224274.0
3084176887886122.0,1136660959156222.5,2297715133046704.0
3090219913158188.0,1139431803331923.5,2301673481869134.0
3096262938430253.5,1142202647507624.5,2305631830691564.0
3102305963702318.5,1144973491683325.0,2309590179513993.5
3108348988974384.0,1147744335859026.0,2313548528336423.5
3114392014246449.5,1150515180034726.8,2317506877158853.0
3120435039518515.5,1153286024210427.8,2321465225981283.0
3126478064790581.0,1156056868386128.8,2325423574803713.0
3132521090062647.0,1158827712561829.8,2329381923626143.0
3138564115334711.5,1161598556737530.2,2333340272448572.5
3144607140606777.5,1164369400913231.5,2337298621271002.5
3150650165878842.5,1167140245088932.2,2341256970093432.0
3156693191150908.0,1169911089264633.2,2345215318915862.0
3162736216422974.0,1172681933440334.2,2349173667738292.0
3168779241695039.5,1175452777616035.2,2353132016560722.0
